t,consumo,produzione
2025-10-01 13:33:30,276,4942
2025-10-01 13:34:30,331,5864
2025-10-01 13:35:30,303,6029
2025-10-01 13:36:31,203,6028
2025-10-01 13:37:30,167,6028
2025-10-01 13:38:30,167,6028
2025-10-01 13:39:30,166,6027
2025-10-01 13:40:30,166,6029
2025-10-01 13:41:31,166,5910
2025-10-01 13:42:30,281,5917
2025-10-01 13:43:30,325,4456
2025-10-01 13:44:30,253,2608
2025-10-01 13:45:30,268,2834
2025-10-01 13:46:30,268,2806
2025-10-01 13:47:31,271,3979
2025-10-01 13:48:30,271,4638
2025-10-01 13:49:30,202,5675
2025-10-01 13:50:30,142,3751
2025-10-01 13:51:30,140,3484
2025-10-01 13:52:31,140,3501
2025-10-01 13:53:30,787,3812
2025-10-01 13:54:30,1171,3861
2025-10-01 13:55:30,141,4581
2025-10-01 13:56:30,139,4079
2025-10-01 13:57:31,137,3025
2025-10-01 13:58:30,176,2974
2025-10-01 13:59:30,192,3011
2025-10-01 14:00:30,253,2960
2025-10-01 14:01:30,107,2879
2025-10-01 14:02:30,101,2726
2025-10-01 14:03:31,104,2833
2025-10-01 14:04:30,104,2804
2025-10-01 14:05:30,104,2807
2025-10-01 14:06:30,695,2846
2025-10-01 14:07:30,568,2876
2025-10-01 14:08:31,104,2825
2025-10-01 14:09:30,146,2764
2025-10-01 14:10:30,154,2660
2025-10-01 14:11:30,154,2504
2025-10-01 14:12:30,153,2362
2025-10-01 14:13:31,153,2244
2025-10-01 14:14:30,153,2179
2025-10-01 14:15:30,153,2169
2025-10-01 14:16:30,153,2229
2025-10-01 14:17:30,153,2316
2025-10-01 14:18:30,157,2788
2025-10-01 14:19:31,191,2678
2025-10-01 14:20:30,188,2593
2025-10-01 14:21:30,191,2428
2025-10-01 14:22:30,191,2328
2025-10-01 14:23:30,191,2176
2025-10-01 14:24:31,149,2035
2025-10-01 14:25:30,143,2007
2025-10-01 14:26:30,143,2039
2025-10-01 14:27:30,143,2082
2025-10-01 14:28:30,143,2124
2025-10-01 14:29:31,143,2203
2025-10-01 14:30:30,143,2297
2025-10-01 14:31:30,143,2464
2025-10-01 14:32:30,147,3816
2025-10-01 14:33:30,179,5901
2025-10-01 14:34:31,202,5203
2025-10-01 14:35:30,167,5561
2025-10-01 14:36:30,165,5501
2025-10-01 14:37:30,161,3250
2025-10-01 14:38:30,160,3268
2025-10-01 14:39:31,167,2892
2025-10-01 14:40:30,169,2648
2025-10-01 14:41:30,169,2838
2025-10-01 14:42:30,172,5282
2025-10-01 14:43:30,173,6031
2025-10-01 14:44:30,172,5854
2025-10-01 14:45:31,169,4750
2025-10-01 14:46:30,167,4355
2025-10-01 14:47:30,163,2254
2025-10-01 14:48:30,162,2019
2025-10-01 14:49:30,161,1964
2025-10-01 14:50:31,161,1823
2025-10-01 14:51:30,161,1675
2025-10-01 14:52:30,161,1585
2025-10-01 14:53:30,160,1508
2025-10-01 14:54:30,154,1420
2025-10-01 14:55:31,128,1403
2025-10-01 14:56:30,128,1438
2025-10-01 14:57:30,128,1484
2025-10-01 14:58:30,128,1537
2025-10-01 14:59:31,128,1590
2025-10-01 15:00:30,136,1661
2025-10-01 15:01:30,128,1719
2025-10-01 15:02:30,128,1757
2025-10-01 15:03:30,129,1810
2025-10-01 15:04:30,129,1920
2025-10-01 15:05:31,134,4169
2025-10-01 15:06:30,131,2560
2025-10-01 15:07:30,136,3966
2025-10-01 15:08:30,135,3804
2025-10-01 15:09:30,136,4663
2025-10-01 15:10:31,136,4013
2025-10-01 15:11:30,133,2768
2025-10-01 15:12:30,133,2906
2025-10-01 15:13:30,133,2494
2025-10-01 15:14:30,134,2454
2025-10-01 15:15:30,190,3244
2025-10-01 15:16:31,249,3287
2025-10-01 15:17:30,229,2929
2025-10-01 15:18:30,133,3263
2025-10-01 15:19:30,135,4493
2025-10-01 15:20:30,137,5725
2025-10-01 15:21:30,138,5808
2025-10-01 15:22:31,139,5996
2025-10-01 15:23:30,135,4580
2025-10-01 15:24:30,135,4300
2025-10-01 15:25:30,139,5910
2025-10-01 15:26:30,164,6031
2025-10-01 15:27:31,170,5272
2025-10-01 15:28:30,169,3735
2025-10-01 15:29:30,170,2972
2025-10-01 15:30:30,169,2476
2025-10-01 15:31:30,169,2374
2025-10-01 15:32:31,169,2323
2025-10-01 15:33:30,169,2368
2025-10-01 15:34:30,169,2272
2025-10-01 15:35:30,169,2243
2025-10-01 15:36:30,168,2173
2025-10-01 15:37:31,167,2198
2025-10-01 15:38:30,169,2441
2025-10-01 15:39:30,172,4320
2025-10-01 15:40:30,169,2802
2025-10-01 15:41:30,168,2324
2025-10-01 15:42:30,167,2169
2025-10-01 15:43:31,166,2069
2025-10-01 15:44:30,164,2004
2025-10-01 15:45:30,163,1943
2025-10-01 15:46:30,163,1916
2025-10-01 15:47:30,162,1900
2025-10-01 15:48:31,161,1988
2025-10-01 15:49:30,163,2343
2025-10-01 15:50:30,164,1762
2025-10-01 15:51:30,163,1762
2025-10-01 15:52:30,162,1660
2025-10-01 15:53:31,161,1451
2025-10-01 15:54:30,161,1369
2025-10-01 15:55:30,161,1352
2025-10-01 15:56:30,161,1361
2025-10-01 15:57:30,161,1399
2025-10-01 15:58:30,137,1459
2025-10-01 15:59:31,131,1801
2025-10-01 16:00:30,130,1775
2025-10-01 16:01:30,132,2868
2025-10-01 16:02:30,133,3959
2025-10-01 16:03:30,129,1939
2025-10-01 16:04:31,132,3058
2025-10-01 16:05:30,134,4609
2025-10-01 16:06:30,134,4282
2025-10-01 16:07:30,131,3014
2025-10-01 16:08:30,133,3397
2025-10-01 16:09:31,133,3472
2025-10-01 16:10:30,132,3307
2025-10-01 16:11:30,128,1816
2025-10-01 16:12:30,131,2665
2025-10-01 16:13:30,134,4232
2025-10-01 16:14:31,133,3544
2025-10-01 16:15:30,128,1748
2025-10-01 16:16:30,128,1642
2025-10-01 16:17:30,136,1786
2025-10-01 16:18:30,130,2588
2025-10-01 16:19:30,131,2898
2025-10-01 16:20:31,128,1594
2025-10-01 16:21:30,128,1634
2025-10-01 16:22:30,128,1638
2025-10-01 16:23:30,128,1577
2025-10-01 16:24:30,128,1627
2025-10-01 16:25:31,128,1549
2025-10-01 16:26:30,137,1459
2025-10-01 16:27:30,163,1723
2025-10-01 16:28:30,164,1822
2025-10-01 16:29:30,167,2243
2025-10-01 16:30:30,200,2993
2025-10-01 16:31:31,281,4035
2025-10-01 16:32:30,305,4250
2025-10-01 16:33:30,172,3823
2025-10-01 16:34:30,170,3305
2025-10-01 16:35:30,161,2783
2025-10-01 16:36:31,162,2896
2025-10-01 16:37:30,173,3299
2025-10-01 16:38:30,159,2057
2025-10-01 16:39:30,161,2508
2025-10-01 16:40:30,163,3946
2025-10-01 16:41:31,163,4032
2025-10-01 16:42:30,163,3842
2025-10-01 16:43:30,160,2666
2025-10-01 16:44:30,158,2625
2025-10-01 16:45:30,157,3176
2025-10-01 16:46:31,157,3449
2025-10-01 16:47:30,277,2331
2025-10-01 16:48:30,517,1346
2025-10-01 16:49:30,640,1721
2025-10-01 16:50:30,668,2222
2025-10-01 16:51:31,1253,2119
2025-10-01 16:52:30,1343,3475
2025-10-01 16:53:30,1277,3427
2025-10-01 16:54:30,697,3331
2025-10-01 16:55:30,692,2730
2025-10-01 16:56:31,690,2103
2025-10-01 16:57:30,627,1226
2025-10-01 16:58:30,611,1186
2025-10-01 16:59:30,625,2246
2025-10-01 17:00:30,638,2864
2025-10-01 17:01:31,643,3052
2025-10-01 17:02:30,650,2573
2025-10-01 17:03:30,632,1240
2025-10-01 17:04:30,654,2757
2025-10-01 17:05:30,659,2834
2025-10-01 17:06:30,763,2677
2025-10-01 17:07:31,816,2740
2025-10-01 17:08:30,655,1863
2025-10-01 17:09:30,647,1676
2025-10-01 17:10:30,658,2362
2025-10-01 17:11:30,661,2554
2025-10-01 17:12:31,657,1847
2025-10-01 17:13:30,647,973
2025-10-01 17:14:30,649,888
2025-10-01 17:15:30,651,935
2025-10-01 17:16:30,665,1885
2025-10-01 17:17:31,664,1717
2025-10-01 17:18:30,659,1056
2025-10-01 17:19:30,661,1047
2025-10-01 17:20:30,665,1097
2025-10-01 17:21:30,660,802
2025-10-01 17:22:30,664,716
2025-10-01 17:23:31,663,685
2025-10-01 17:24:30,656,650
2025-10-01 17:25:30,644,656
2025-10-01 17:26:30,647,663
2025-10-01 17:27:30,648,673
2025-10-01 17:28:31,653,680
2025-10-01 17:29:30,649,691
2025-10-01 17:30:30,682,691
2025-10-01 17:31:30,683,677
2025-10-01 17:32:30,689,660
2025-10-01 17:33:31,691,647
2025-10-01 17:34:30,695,637
2025-10-01 17:35:30,693,628
2025-10-01 17:36:30,697,623
2025-10-01 17:37:30,695,628
2025-10-01 17:38:30,701,646
2025-10-01 17:39:31,698,671
2025-10-01 17:40:30,703,697
2025-10-01 17:41:30,704,707
2025-10-01 17:42:30,706,700
2025-10-01 17:43:30,706,678
2025-10-01 17:44:30,709,656
2025-10-01 17:45:31,707,627
2025-10-01 17:46:30,705,595
2025-10-01 17:47:30,705,575
2025-10-01 17:48:30,725,578
2025-10-01 17:49:30,706,568
2025-10-01 17:50:31,709,570
2025-10-01 17:51:30,708,573
2025-10-01 17:52:30,710,583
2025-10-01 17:53:30,710,596
2025-10-01 17:54:31,713,603
2025-10-01 17:55:30,826,600
2025-10-01 17:56:30,866,589
2025-10-01 17:57:30,773,575
2025-10-01 17:58:30,734,560
2025-10-01 17:59:31,757,542
2025-10-01 18:00:30,749,523
2025-10-01 18:01:30,764,503
2025-10-01 18:02:30,827,479
2025-10-01 18:03:30,825,461
2025-10-01 18:04:31,729,444
2025-10-01 18:05:30,748,429
2025-10-01 18:06:30,767,418
2025-10-01 18:07:30,754,409
2025-10-01 18:08:30,756,399
2025-10-01 18:09:30,749,385
2025-10-01 18:10:31,753,370
2025-10-01 18:11:30,750,355
2025-10-01 18:12:30,751,338
2025-10-01 18:13:30,750,328
2025-10-01 18:14:31,753,319
2025-10-01 18:15:30,751,313
2025-10-01 18:16:30,751,310
2025-10-01 18:17:30,751,308
2025-10-01 18:18:30,753,304
2025-10-01 18:19:31,752,299
2025-10-01 18:20:30,755,291
2025-10-01 18:21:30,756,279
2025-10-01 18:22:30,778,262
2025-10-01 18:23:30,804,249
2025-10-01 18:24:31,905,235
2025-10-01 18:25:30,886,224
2025-10-01 18:26:30,796,215
2025-10-01 18:27:30,793,208
2025-10-01 18:28:31,799,201
2025-10-01 18:29:30,802,194
2025-10-01 18:30:30,804,187
2025-10-01 18:31:30,802,179
2025-10-01 18:32:30,803,169
2025-10-01 18:33:31,801,165
2025-10-01 18:34:30,803,159
2025-10-01 18:35:30,817,154
2025-10-01 18:36:30,899,149
2025-10-01 18:37:30,851,146
2025-10-01 18:38:31,887,143
2025-10-01 18:39:30,933,140
2025-10-01 18:40:30,931,137
2025-10-01 18:41:30,839,131
2025-10-01 18:42:30,896,123
2025-10-01 18:43:31,894,113
2025-10-01 18:44:30,2059,104
2025-10-01 18:45:30,1387,95
2025-10-01 18:46:30,840,87
2025-10-01 18:47:30,828,80
2025-10-01 18:48:31,814,74
2025-10-01 18:49:30,791,70
2025-10-01 18:50:30,783,68
2025-10-01 18:51:30,792,65
2025-10-01 18:52:30,781,62
2025-10-01 18:53:31,744,57
2025-10-01 18:54:30,811,51
2025-10-01 18:55:30,849,46
2025-10-01 18:56:30,782,42
2025-10-01 18:57:31,668,38
2025-10-01 18:58:30,233,33
2025-10-01 18:59:30,225,28
2025-10-01 19:00:30,143,25
2025-10-01 19:01:30,143,22
2025-10-01 19:02:31,143,18
2025-10-01 19:03:30,143,15
2025-10-01 19:04:30,143,9
2025-10-01 19:05:30,142,6
2025-10-01 19:06:30,143,2
2025-10-01 19:07:31,143,0
2025-10-01 19:08:30,125,0
2025-10-01 19:09:30,178,0
2025-10-01 19:10:30,178,0
2025-10-01 19:11:30,156,0
2025-10-01 19:12:31,184,0
2025-10-01 19:13:30,184,1
2025-10-01 19:14:30,158,1
2025-10-01 19:15:30,185,0
2025-10-01 19:16:30,188,0
2025-10-01 19:17:31,169,0
2025-10-01 19:18:30,193,0
2025-10-01 19:19:30,194,0
2025-10-01 19:20:30,167,0
2025-10-01 19:21:30,190,0
2025-10-01 19:22:31,186,0
2025-10-01 19:23:30,267,0
2025-10-01 19:24:30,319,0
2025-10-01 19:25:30,309,0
2025-10-01 19:26:30,268,0
2025-10-01 19:27:31,191,0
2025-10-01 19:28:30,165,0
2025-10-01 19:29:30,190,0
2025-10-01 19:30:30,164,0
2025-10-01 19:31:30,190,0
2025-10-01 19:32:31,164,0
2025-10-01 19:33:30,162,0
2025-10-01 19:34:30,189,0
2025-10-01 19:35:30,178,0
2025-10-01 19:36:30,189,0
2025-10-01 19:37:31,139,0
2025-10-01 19:38:30,193,0
2025-10-01 19:39:30,121,0
2025-10-01 19:40:30,118,0
2025-10-01 19:41:30,143,0
2025-10-01 19:42:31,120,0
2025-10-01 19:43:30,1322,0
2025-10-01 19:44:30,259,0
2025-10-01 19:45:30,143,0
2025-10-01 19:46:30,118,0
2025-10-01 19:47:31,118,0
2025-10-01 19:48:30,143,0
2025-10-01 19:49:30,117,0
2025-10-01 19:50:30,143,0
2025-10-01 19:51:30,118,0
2025-10-01 19:52:31,248,0
2025-10-01 19:53:30,296,0
2025-10-01 19:54:30,186,0
2025-10-01 19:55:30,209,0
2025-10-01 19:56:31,190,0
2025-10-01 19:57:30,215,0
2025-10-01 19:58:30,188,0
2025-10-01 19:59:30,188,0
2025-10-01 20:00:30,187,0
2025-10-01 20:01:31,188,0
2025-10-01 20:02:30,179,0
2025-10-01 20:03:30,186,0
2025-10-01 20:04:30,187,0
2025-10-01 20:05:30,187,0
2025-10-01 20:06:31,188,0
2025-10-01 20:07:30,187,0
2025-10-01 20:08:30,185,0
2025-10-01 20:09:30,176,0
2025-10-01 20:10:31,176,0
2025-10-01 20:11:30,179,0
2025-10-01 20:12:30,177,0
2025-10-01 20:13:30,175,0
2025-10-01 20:14:30,173,0
2025-10-01 20:15:31,172,0
2025-10-01 20:16:30,172,0
2025-10-01 20:17:30,172,0
2025-10-01 20:18:30,173,0
2025-10-01 20:19:30,172,0
2025-10-01 20:20:31,173,0
2025-10-01 20:21:30,172,0
2025-10-01 20:22:30,171,0
2025-10-01 20:23:30,171,0
2025-10-01 20:24:31,170,0
2025-10-01 20:25:30,165,0
2025-10-01 20:26:30,139,0
2025-10-01 20:27:30,139,0
2025-10-01 20:28:30,139,0
2025-10-01 20:29:31,140,0
2025-10-01 20:30:30,139,0
2025-10-01 20:31:30,139,0
2025-10-01 20:32:30,139,0
2025-10-01 20:33:30,139,0
2025-10-01 20:34:31,138,0
2025-10-01 20:35:30,138,0
2025-10-01 20:36:30,139,0
2025-10-01 20:37:30,138,0
2025-10-01 20:38:30,139,0
2025-10-01 20:39:30,138,0
2025-10-01 20:40:31,138,0
2025-10-01 20:41:30,138,0
2025-10-01 20:42:30,138,0
2025-10-01 20:43:30,138,0
2025-10-01 20:44:30,139,0
2025-10-01 20:45:31,161,0
2025-10-01 20:46:30,170,0
2025-10-01 20:47:30,170,0
2025-10-01 20:48:30,169,0
2025-10-01 20:49:30,170,0
2025-10-01 20:50:30,169,0
2025-10-01 20:51:31,169,0
2025-10-01 20:52:30,169,0
2025-10-01 20:53:30,176,0
2025-10-01 20:54:30,193,0
2025-10-01 20:55:30,205,0
2025-10-01 20:56:31,206,0
2025-10-01 20:57:30,208,0
2025-10-01 20:58:30,206,0
2025-10-01 20:59:30,195,0
2025-10-01 21:00:30,187,0
2025-10-01 21:01:31,188,0
2025-10-01 21:02:30,187,0
2025-10-01 21:03:30,188,0
2025-10-01 21:04:30,248,0
2025-10-01 21:05:30,213,0
2025-10-01 21:06:31,245,0
2025-10-01 21:07:30,189,0
2025-10-01 21:08:30,189,0
2025-10-01 21:09:30,194,0
2025-10-01 21:10:30,185,0
2025-10-01 21:11:31,185,0
2025-10-01 21:12:30,185,0
2025-10-01 21:13:30,185,0
2025-10-01 21:14:30,185,0
2025-10-01 21:15:31,182,0
2025-10-01 21:16:30,182,0
2025-10-01 21:17:30,181,0
2025-10-01 21:18:30,181,0
2025-10-01 21:19:30,181,0
2025-10-01 21:20:30,181,0
2025-10-01 21:21:31,181,0
2025-10-01 21:22:30,180,0
2025-10-01 21:23:30,180,0
2025-10-01 21:24:30,180,0
2025-10-01 21:25:30,180,0
2025-10-01 21:26:31,180,0
2025-10-01 21:27:30,171,0
2025-10-01 21:28:30,148,0
2025-10-01 21:29:30,157,0
2025-10-01 21:30:30,160,0
2025-10-01 21:31:31,127,0
2025-10-01 21:32:30,131,0
2025-10-01 21:33:30,137,0
2025-10-01 21:34:30,136,0
2025-10-01 21:35:30,136,0
2025-10-01 21:36:31,136,0
2025-10-01 21:37:30,136,0
2025-10-01 21:38:30,137,0
2025-10-01 21:39:30,139,0
2025-10-01 21:40:30,137,0
2025-10-01 21:41:31,137,0
2025-10-01 21:42:30,137,0
2025-10-01 21:43:30,137,0
2025-10-01 21:44:30,137,0
2025-10-01 21:45:31,137,0
2025-10-01 21:46:30,137,0
2025-10-01 21:47:30,137,0
2025-10-01 21:48:30,137,0
2025-10-01 21:49:30,137,0
2025-10-01 21:50:30,136,0
2025-10-01 21:51:31,239,0
2025-10-01 21:52:30,268,0
2025-10-01 21:53:30,156,0
2025-10-01 21:54:30,136,0
2025-10-01 21:55:31,137,0
2025-10-01 21:56:30,135,0
2025-10-01 21:57:30,206,0
2025-10-01 21:58:30,249,0
2025-10-01 21:59:30,269,0
2025-10-01 22:00:31,248,0
2025-10-01 22:01:30,186,0
2025-10-01 22:02:30,135,0
2025-10-01 22:03:30,135,0
2025-10-01 22:04:30,135,0
2025-10-01 22:05:31,135,0
2025-10-01 22:06:30,135,0
2025-10-01 22:07:30,160,0
2025-10-01 22:08:30,272,0
2025-10-01 22:09:30,283,0
2025-10-01 22:10:31,187,0
2025-10-01 22:11:30,186,0
2025-10-01 22:12:30,172,0
2025-10-01 22:13:30,172,0
2025-10-01 22:14:30,172,0
2025-10-01 22:15:31,187,0
2025-10-01 22:16:30,188,0
2025-10-01 22:17:30,181,0
2025-10-01 22:18:30,182,0
2025-10-01 22:19:30,177,0
2025-10-01 22:20:31,173,0
2025-10-01 22:21:30,173,0
2025-10-01 22:22:30,172,0
2025-10-01 22:23:30,170,0
2025-10-01 22:24:30,170,0
2025-10-01 22:25:31,170,0
2025-10-01 22:26:30,168,0
2025-10-01 22:27:30,168,0
2025-10-01 22:28:30,167,0
2025-10-01 22:29:30,167,0
2025-10-01 22:30:31,167,0
2025-10-01 22:31:30,167,0
2025-10-01 22:32:30,167,0
2025-10-01 22:33:30,163,0
2025-10-01 22:34:30,163,0
2025-10-01 22:35:31,162,0
2025-10-01 22:36:30,161,0
2025-10-01 22:37:30,162,0
2025-10-01 22:38:30,161,0
2025-10-01 22:39:30,160,0
2025-10-01 22:40:31,161,0
2025-10-01 22:41:30,161,0
2025-10-01 22:42:30,160,0
2025-10-01 22:43:30,160,0
2025-10-01 22:44:30,160,0
2025-10-01 22:45:31,160,0
2025-10-01 22:46:30,157,0
2025-10-01 22:47:30,144,0
2025-10-01 22:48:30,124,0
2025-10-01 22:49:30,123,0
2025-10-01 22:50:31,122,0
2025-10-01 22:51:30,122,0
2025-10-01 22:52:30,122,0
2025-10-01 22:53:30,144,0
2025-10-01 22:54:30,236,0
2025-10-01 22:55:30,292,0
2025-10-01 22:56:31,233,0
2025-10-01 22:57:30,234,0
2025-10-01 22:58:30,276,0
2025-10-01 22:59:30,395,0
2025-10-01 23:00:30,208,0
2025-10-01 23:01:31,159,0
2025-10-01 23:02:30,157,0
2025-10-01 23:03:30,156,0
2025-10-01 23:04:30,156,0
2025-10-01 23:05:31,156,0
2025-10-01 23:06:30,160,0
2025-10-01 23:07:30,212,0
2025-10-01 23:08:30,237,0
2025-10-01 23:09:30,206,0
2025-10-01 23:10:31,132,0
2025-10-01 23:11:30,129,0
2025-10-01 23:12:30,128,0
2025-10-01 23:13:30,145,0
2025-10-01 23:14:31,160,0
2025-10-01 23:15:30,163,0
2025-10-01 23:16:30,166,0
2025-10-01 23:17:30,166,0
2025-10-01 23:18:31,205,0
2025-10-01 23:19:30,202,0
2025-10-01 23:20:30,194,0
2025-10-01 23:21:30,274,0
2025-10-01 23:22:31,309,0
2025-10-01 23:23:30,208,0
2025-10-01 23:24:30,161,0
2025-10-01 23:25:30,157,0
2025-10-01 23:26:30,156,0
2025-10-01 23:27:31,155,0
2025-10-01 23:28:30,154,0
2025-10-01 23:29:30,154,0
2025-10-01 23:30:30,154,0
2025-10-01 23:31:31,154,0
2025-10-01 23:32:30,154,0
2025-10-01 23:33:30,154,0
2025-10-01 23:34:30,151,0
2025-10-01 23:35:31,151,0
2025-10-01 23:36:30,150,0
2025-10-01 23:37:30,149,0
2025-10-01 23:38:30,149,0
2025-10-01 23:39:30,149,0
2025-10-01 23:40:31,146,0
2025-10-01 23:41:30,145,0
2025-10-01 23:42:30,143,0
2025-10-01 23:43:30,143,0
2025-10-01 23:44:31,143,0
2025-10-01 23:45:30,148,0
2025-10-01 23:46:30,146,0
2025-10-01 23:47:30,114,0
2025-10-01 23:48:31,114,0
2025-10-01 23:49:30,113,0
2025-10-01 23:50:30,113,0
2025-10-01 23:51:30,113,0
2025-10-01 23:52:31,113,0
2025-10-01 23:53:30,112,0
2025-10-01 23:54:30,112,0
2025-10-01 23:55:30,112,0
2025-10-01 23:56:30,112,0
2025-10-01 23:57:31,112,0
2025-10-01 23:58:30,113,0
2025-10-01 23:59:30,114,0
2025-10-02 00:00:30,148,0
2025-10-02 00:01:31,224,0
2025-10-02 00:02:30,203,0
2025-10-02 00:03:30,112,0
2025-10-02 00:04:30,113,0
2025-10-02 00:05:31,111,0
2025-10-02 00:06:30,110,0
2025-10-02 00:07:30,110,0
2025-10-02 00:08:30,110,0
2025-10-02 00:09:30,109,0
2025-10-02 00:10:31,109,0
2025-10-02 00:11:30,109,0
2025-10-02 00:12:30,109,0
2025-10-02 00:13:30,119,0
2025-10-02 00:14:31,220,0
2025-10-02 00:15:30,224,0
2025-10-02 00:16:30,109,0
2025-10-02 00:17:30,109,0
2025-10-02 00:18:31,128,0
2025-10-02 00:19:30,142,0
2025-10-02 00:20:30,144,0
2025-10-02 00:21:30,146,0
2025-10-02 00:22:31,133,0
2025-10-02 00:23:30,132,0
2025-10-02 00:24:30,134,0
2025-10-02 00:25:30,132,0
2025-10-02 00:26:30,132,0
2025-10-02 00:27:31,132,0
2025-10-02 00:28:30,132,0
2025-10-02 00:29:30,131,0
2025-10-02 00:30:30,131,0
2025-10-02 00:31:31,130,0
2025-10-02 00:32:30,130,0
2025-10-02 00:33:30,131,0
2025-10-02 00:34:30,130,0
2025-10-02 00:35:31,126,0
2025-10-02 00:36:30,126,0
2025-10-02 00:37:30,125,0
2025-10-02 00:38:30,124,0
2025-10-02 00:39:31,125,0
2025-10-02 00:40:30,126,0
2025-10-02 00:41:30,124,0
2025-10-02 00:42:30,124,0
2025-10-02 00:43:30,125,0
2025-10-02 00:44:31,123,0
2025-10-02 00:45:30,124,0
2025-10-02 00:46:30,123,0
2025-10-02 00:47:30,123,0
2025-10-02 00:48:30,123,0
2025-10-02 00:49:31,125,0
2025-10-02 00:50:30,101,0
2025-10-02 00:51:30,89,0
2025-10-02 00:52:30,89,0
2025-10-02 00:53:31,88,0
2025-10-02 00:54:30,88,0
2025-10-02 00:55:30,87,0
2025-10-02 00:56:30,87,0
2025-10-02 00:57:30,88,0
2025-10-02 00:58:31,86,0
2025-10-02 00:59:30,86,0
2025-10-02 01:00:30,85,0
2025-10-02 01:01:30,85,0
2025-10-02 01:02:31,85,0
2025-10-02 01:03:30,85,0
2025-10-02 01:04:30,84,0
2025-10-02 01:05:30,85,0
2025-10-02 01:06:31,84,0
2025-10-02 01:07:30,84,0
2025-10-02 01:08:30,83,0
2025-10-02 01:09:30,83,0
2025-10-02 01:10:30,83,0
2025-10-02 01:11:31,83,0
2025-10-02 01:12:30,82,0
2025-10-02 01:13:30,82,0
2025-10-02 01:14:30,83,0
2025-10-02 01:15:31,89,0
2025-10-02 01:16:30,82,0
2025-10-02 01:17:30,82,0
2025-10-02 01:18:30,82,0
2025-10-02 01:19:31,82,0
2025-10-02 01:20:30,105,0
2025-10-02 01:21:30,114,0
2025-10-02 01:22:30,119,0
2025-10-02 01:23:30,119,0
2025-10-02 01:24:31,122,0
2025-10-02 01:25:30,119,0
2025-10-02 01:26:30,119,0
2025-10-02 01:27:30,118,0
2025-10-02 01:28:31,119,0
2025-10-02 01:29:30,119,0
2025-10-02 01:30:30,119,0
2025-10-02 01:31:30,118,0
2025-10-02 01:32:31,117,0
2025-10-02 01:33:30,117,0
2025-10-02 01:34:30,116,0
2025-10-02 01:35:30,116,0
2025-10-02 01:36:31,113,0
2025-10-02 01:37:30,112,0
2025-10-02 01:38:30,112,0
2025-10-02 01:39:30,112,0
2025-10-02 01:40:31,111,0
2025-10-02 01:41:30,112,0
2025-10-02 01:42:30,110,0
2025-10-02 01:43:30,112,0
2025-10-02 01:44:31,110,0
2025-10-02 01:45:30,110,0
2025-10-02 01:46:30,111,0
2025-10-02 01:47:30,110,0
2025-10-02 01:48:30,110,0
2025-10-02 01:49:31,110,0
2025-10-02 01:50:30,101,0
2025-10-02 01:51:30,79,0
2025-10-02 01:52:30,78,0
2025-10-02 01:53:31,78,0
2025-10-02 01:54:30,78,0
2025-10-02 01:55:30,78,0
2025-10-02 01:56:30,78,0
2025-10-02 01:57:30,78,0
2025-10-02 01:58:31,78,0
2025-10-02 01:59:30,78,0
2025-10-02 02:00:30,78,0
2025-10-02 02:01:30,79,0
2025-10-02 02:02:31,75,0
2025-10-02 02:03:30,82,0
2025-10-02 02:04:30,80,0
2025-10-02 02:05:30,79,0
2025-10-02 02:06:30,80,0
2025-10-02 02:07:31,79,0
2025-10-02 02:08:30,79,0
2025-10-02 02:09:30,79,0
2025-10-02 02:10:30,79,0
2025-10-02 02:11:31,78,0
2025-10-02 02:12:30,78,0
2025-10-02 02:13:30,76,0
2025-10-02 02:14:30,77,0
2025-10-02 02:15:30,83,0
2025-10-02 02:16:31,76,0
2025-10-02 02:17:30,77,0
2025-10-02 02:18:30,76,0
2025-10-02 02:19:30,77,0
2025-10-02 02:20:31,77,0
2025-10-02 02:21:30,76,0
2025-10-02 02:22:30,103,0
2025-10-02 02:23:30,111,0
2025-10-02 02:24:31,112,0
2025-10-02 02:25:30,114,0
2025-10-02 02:26:30,114,0
2025-10-02 02:27:30,114,0
2025-10-02 02:28:30,113,0
2025-10-02 02:29:31,115,0
2025-10-02 02:30:30,114,0
2025-10-02 02:31:30,114,0
2025-10-02 02:32:31,115,0
2025-10-02 02:33:30,114,0
2025-10-02 02:34:30,114,0
2025-10-02 02:35:30,114,0
2025-10-02 02:36:30,113,0
2025-10-02 02:37:30,113,0
2025-10-02 02:38:31,113,0
2025-10-02 02:39:30,113,0
2025-10-02 02:40:30,113,0
2025-10-02 02:41:30,111,0
2025-10-02 02:42:31,113,0
2025-10-02 02:43:30,111,0
2025-10-02 02:44:30,110,0
2025-10-02 02:45:30,110,0
2025-10-02 02:46:31,110,0
2025-10-02 02:47:30,110,0
2025-10-02 02:48:30,110,0
2025-10-02 02:49:31,110,0
2025-10-02 02:50:30,110,0
2025-10-02 02:51:30,109,0
2025-10-02 02:52:30,109,0
2025-10-02 02:53:30,108,0
2025-10-02 02:54:31,107,0
2025-10-02 02:55:30,96,0
2025-10-02 02:56:30,76,0
2025-10-02 02:57:30,77,0
2025-10-02 02:58:30,76,0
2025-10-02 02:59:31,77,0
2025-10-02 03:00:30,76,0
2025-10-02 03:01:30,77,0
